"","year","player_name","ranking","top_10","wins","score_average","rounds","bounce_back","driving_accuracy","driving_distance","par5_SA","gir","hole_proximity","putts_round","scramble","sg_putt","sg_t2g","masters_finish","total_score","sg_total","wgr"
"1457",2008,"Ken Duke","44",5,0,70.38,116,18.35,62.27,284.9,4.69,64.8,5285.167,28.79,57.82,0.467,0.13,NA,NA,0.597,"136"
"1458",2009,"Ken Duke","159",0,0,71.596,87,19.31,62.51,283.1,4.72,63.09,3658.833,29.15,60.73,-0.475,0.06,"35","288",-0.414,"110"
"1459",2012,"Ken Duke","44",6,0,70.376,104,20.07,65.69,282.6,4.65,64.61,4873.417,28.68,60.91,0.349,0.305,NA,NA,0.654,"191"
"1460",2013,"Ken Duke","134",2,1,71.025,87,19.4,69.28,275.1,4.76,63.09,3512.667,28.92,56.92,-0.026,-0.04,NA,NA,-0.065,"157"
"1461",2014,"Ken Duke","112",0,0,71.137,80,20.81,70.18,275.5,4.67,67.17,3126.5,29.54,57.48,-0.409,0.23,"99","151",-0.178,"129"
"1462",2015,"Ken Duke","145",3,0,71.306,93,17.95,67.91,278.1,4.68,64.17,4178.417,29.01,58.71,-0.222,-0.156,NA,NA,-0.378,"149"
"1463",2016,"Ken Duke","157",2,0,71.88,58,21.18,64.18,280.2,4.68,59.26,2852.583,28.94,52.53,-0.524,-0.21,NA,NA,-0.734,"100"
"1464",2017,"Ken Duke","162",0,0,72.078,77,17.27,68.62,274.2,4.71,63.69,3004,29.38,56.47,-0.452,-0.435,NA,NA,-0.887,"119"
"1465",2008,"Kenneth Ferrie","161",0,0,71.708,72,18.5,68.13,284.8,4.77,64.84,3598.5,29.89,55.56,-0.174,-0.507,NA,NA,-0.681,"34"
"1466",2005,"Kenny Perry","18",7,2,69.477,82,17.21,63.4,304.7,4.68,70.76,2740.833,29.81,58.91,-0.164,1.835,"29","292",1.672,"14"
"1467",2006,"Kenny Perry","65",0,0,70.485,73,17.67,68.45,293.1,4.72,68.75,2823.583,30.19,54.57,-0.33,0.918,NA,NA,0.679,"17"
"1468",2007,"Kenny Perry","66",3,0,70.369,83,16.16,64.61,299.6,4.67,67.54,3566.083,29.53,58.97,-0.337,0.981,NA,NA,0.643,"113"
"1469",2008,"Kenny Perry","14",7,3,69.826,97,20.37,61.97,296,4.63,67.47,4712.333,29.25,57.57,0.082,0.995,NA,NA,1.076,"85"
"1470",2009,"Kenny Perry","18",8,2,69.789,92,20.26,67.01,293.1,4.65,67.34,3576.417,29.12,63.18,0.268,0.938,"2","276",1.206,"9"
"1471",2010,"Kenny Perry","54",1,0,70.841,69,14.92,67.99,290.6,4.74,69.04,2774.25,29.97,61.74,-0.244,0.645,"26","289",0.401,"18"
"1472",2005,"Kent Jones","80",2,0,71.22,99,23.26,65.6,288.3,4.72,65.46,4865.5,29.1,55.89,0.329,-0.334,NA,NA,-0.006,"63"
"1473",2006,"Kent Jones","27",2,0,71.033,103,18.63,67.95,287.1,4.67,65.46,4445.417,29.2,55.89,0.299,0.103,NA,NA,0.239,"127"
"1474",2007,"Kent Jones","53",2,0,71.162,97,19.86,68.46,287.1,4.64,66.95,4707.75,29.62,55.81,-0.141,0.317,NA,NA,0.175,"97"
"1475",2008,"Kent Jones","59",0,0,71.32,68,16.41,71.81,282.9,4.74,69.71,2581.083,29.76,57.1,-0.042,0.069,NA,NA,0.027,"148"
"1476",2009,"Kent Jones","171",1,0,71.489,73,17.76,69.28,281.3,4.74,65.56,3060.417,29.48,56.08,-0.145,-0.539,NA,NA,-0.684,"184"
"1477",2011,"Kent Jones","152",0,0,71.001,76,19.91,66.13,285,4.7,66.12,3743.667,29.68,54.5,0.028,-0.205,NA,NA,-0.177,"63"
"1478",2011,"Kevin Chappell","96",3,0,71.221,78,20,59,295.8,4.7,64.89,3378.417,29.03,58.46,-0.501,0.187,NA,NA,-0.314,"254"
"1479",2012,"Kevin Chappell","131",1,0,70.89,91,21.32,56.73,293.3,4.58,64.11,3908.167,29.3,57.83,-0.262,0.181,"44","294",-0.081,"176"
"1480",2013,"Kevin Chappell","46",3,0,70.927,80,15.22,61.52,292.9,4.68,66.11,3090.5,29.44,58.4,-0.338,0.722,NA,NA,0.384,"189"
"1481",2014,"Kevin Chappell","8",1,0,70.466,100,20,64.9,296.2,4.67,67.59,3810.333,29.11,57.32,-0.278,0.97,NA,NA,0.692,"116"
"1482",2015,"Kevin Chappell","49",2,0,70.672,86,19.75,63.86,293.5,4.63,66.02,3479.167,28.95,59.32,0.168,0.202,NA,NA,0.37,"147"
"1483",2016,"Kevin Chappell","35",8,0,70.501,93,21.2,60.68,296.3,4.66,66.37,3876,29.04,59.15,-0.31,1.08,NA,NA,0.77,"69"
"1484",2017,"Kevin Chappell","72",5,1,70.779,95,21.74,57.61,304.7,4.61,65.05,3528.417,29.35,56.56,-0.361,0.82,"7","285",0.459,"43"
"1485",2018,"Kevin Chappell","91",4,0,70.839,77,23.45,61.27,308.6,4.62,66.52,3535.083,29.64,56.28,-0.344,0.668,"99","153",0.323,"39"
"1486",2010,"Kevin Johnson","186",0,0,72.878,62,19.25,63.85,276.5,4.87,62.5,2777.917,29.46,51.32,-0.35,-1.795,NA,NA,-2.147,"49"
"1487",2011,"Kevin Kisner","169",0,0,71.858,70,16.89,60.96,284.3,4.73,60.59,3227.417,28.92,54.85,0.139,-1.044,NA,NA,-0.906,"243"
"1488",2012,"Kevin Kisner","161",1,0,71.342,69,17.84,61.1,287.9,4.73,62.48,2875.5,28.75,59.47,0.303,-0.442,NA,NA,-0.139,"8"
"1489",2014,"Kevin Kisner","106",3,0,70.718,85,22.84,61.43,287.8,4.66,65.29,3477.417,28.78,56.69,0.388,0.009,NA,NA,0.397,"41"
"1490",2015,"Kevin Kisner","83",6,0,70.344,104,21.48,66.85,287.8,4.61,66.24,4496.833,28.72,62.66,0.24,0.389,NA,NA,0.628,"250"
"1491",2016,"Kevin Kisner","31",6,1,70.489,97,20.75,64.92,289,4.67,65.19,3897.417,28.64,56.88,0.667,-0.119,"37","297",0.548,"22"
"1492",2017,"Kevin Kisner","62",8,1,70.294,105,22.35,67,288.7,4.64,66.43,3595.917,28.79,62.5,0.454,0.694,"43","296",1.148,"37"
"1493",2018,"Kevin Kisner","113",4,0,70.729,89,17.09,66.33,290.8,4.58,65.38,3428.333,28.91,60.29,0.513,-0.476,"28","288",0.037,"25"
"1494",2005,"Kevin Na","149",2,0,71.269,88,17,61.77,280.5,4.69,60.34,4538.833,28.29,62.21,0.063,-0.177,NA,NA,-0.114,"82"
"1495",2007,"Kevin Na","27",3,0,70.884,84,22.55,62.64,287.4,4.61,61.97,4167.25,28.14,63.65,0.348,-0.027,NA,NA,0.321,"95"
"1496",2008,"Kevin Na","26",3,0,70.817,97,17.71,67.8,280.9,4.64,63.57,4322.75,28.62,61.79,0.005,0.356,NA,NA,0.361,"119"
"1497",2009,"Kevin Na","28",9,0,70.128,91,20.44,63.41,282.7,4.59,64.24,3885.75,28.43,64.82,0.477,0.462,NA,NA,0.938,"99"
"1498",2010,"Kevin Na","56",4,0,70.314,94,20.91,66.46,278.6,4.66,65.89,3296.417,28.57,64.45,0.493,0.362,"99","150",0.854,"50"
"1499",2011,"Kevin Na","72",6,1,70.432,84,17.6,57.66,279.8,4.58,61.04,3451.5,27.75,63.5,0.65,0.121,"99","147",0.77,"62"
"1500",2012,"Kevin Na","82",6,0,70.634,80,20.37,65.91,281.5,4.72,62.03,3429.25,28.39,61.3,0.193,0.252,"12","286",0.445,"64"
"1501",2014,"Kevin Na","19",6,0,69.996,94,19.74,64.32,280.3,4.57,64.72,3489.5,28.46,65.16,0.315,0.638,NA,NA,0.954,"72"
"1502",2015,"Kevin Na","42",7,0,70.121,98,25.42,62.51,280.1,4.65,64.56,3191.417,28.35,62.87,0.233,0.711,"12","282",0.944,"22"
"1503",2016,"Kevin Na","40",8,0,70.298,96,15.61,65.3,279.6,4.68,66.73,3160.75,28.84,58.53,0.074,0.553,"55","303",0.627,"27"
"1504",2017,"Kevin Na","53",5,0,70.399,86,22.37,60.46,283.6,4.7,65.46,2777.667,28.79,62.06,0.12,0.635,"99","151",0.755,"51"
"1505",2018,"Kevin Na","22",4,1,70.288,91,21.3,64.13,289.6,4.62,64.66,3089.167,28.07,63.62,0.533,0.268,NA,NA,0.801,"70"
"1506",2005,"Kevin Stadler","91",2,0,71.915,96,20,60.42,300.1,4.62,64.61,5048.75,29.2,54.61,-0.064,-0.478,NA,NA,-0.543,"128"
"1507",2007,"Kevin Stadler","169",2,0,71.895,95,16.88,60.27,292.9,4.72,65.57,4526.25,30.43,51.24,-0.75,0.05,NA,NA,-0.7,"135"
"1508",2008,"Kevin Stadler","83",1,0,71.255,90,19.16,62.01,291.2,4.67,65.11,4217,29.57,52.23,-0.255,-0.092,NA,NA,-0.347,"197"
"1509",2009,"Kevin Stadler","99",1,0,70.732,65,20.37,62.3,290.3,4.69,66.86,2075.75,29.25,62.06,-0.239,0.377,NA,NA,0.138,"87"
"1510",2010,"Kevin Stadler","64",5,0,71.149,86,19.4,62.96,290.2,4.62,67.95,3722.083,29.53,56,-0.275,0.055,NA,NA,-0.221,"217"
"1511",2011,"Kevin Stadler","82",1,0,71.295,88,22.81,63.25,293.2,4.67,68.06,3785.083,29.71,52.39,-0.426,0.208,NA,NA,-0.218,"267"
"1512",2012,"Kevin Stadler","84",5,0,70.525,85,20.37,65.09,292.9,4.74,67.75,3983,29.64,58.61,-0.263,0.702,NA,NA,0.439,"231"
"1513",2013,"Kevin Stadler","7",3,0,70.632,83,20.09,64.21,289.8,4.59,68.92,3100.583,29.51,54.75,-0.284,0.751,NA,NA,0.467,"101"
"1514",2014,"Kevin Stadler","40",3,1,70.62,90,20.47,64.28,291.6,4.64,68.91,3130.25,29.76,53.41,-0.467,0.878,"8","288",0.411,"59"
"1515",2008,"Kevin Streelman","11",4,0,70.615,114,17.88,62.21,292.8,4.66,67.44,5400.667,29.24,58.77,-0.081,0.427,NA,NA,0.346,"19"
"1516",2009,"Kevin Streelman","64",2,0,70.591,97,22.68,61.16,296.5,4.67,66.61,4462.833,29.37,54.03,0.121,0.163,NA,NA,0.284,"108"
"1517",2010,"Kevin Streelman","30",5,0,70.727,90,19.59,65.64,290.3,4.67,66.67,4386.417,29.07,56.59,0.044,0.086,NA,NA,0.13,"158"
"1518",2011,"Kevin Streelman","101",4,0,70.54,90,21.4,63.72,289.2,4.68,65.62,3578.333,29.24,60.5,0.356,0.578,"99","149",0.934,"138"
"1519",2012,"Kevin Streelman","110",3,0,70.821,89,17.81,61.63,292.8,4.68,66.22,3933.917,29.34,58.22,-0.054,0.322,NA,NA,0.268,"131"
"1520",2013,"Kevin Streelman","54",5,1,70.267,86,18.03,67.25,287.5,4.64,66.41,3065.75,29.33,59.42,0.246,0.611,"99","153",0.858,"78"
"1521",2014,"Kevin Streelman","86",2,1,71.354,79,21.32,68.04,288.6,4.7,63.25,3387,29,54.07,0.006,0.068,"42","296",0.074,"45"
"1522",2015,"Kevin Streelman","98",2,0,71.282,95,21.72,68.63,289.5,4.7,68.99,3745.417,29.65,58.66,-0.219,0.352,"12","282",0.133,"74"
"1523",2016,"Kevin Streelman","93",2,0,71.054,82,17.8,64.37,289.1,4.71,69.17,3019,29.77,52.97,-0.383,0.447,"34","296",0.064,"117"
"1524",2017,"Kevin Streelman","81",2,0,70.873,90,23.17,66.01,294,4.7,66.67,4308.5,29.47,60.04,-0.281,0.45,NA,NA,0.169,"127"
"1525",2018,"Kevin Streelman","99",5,0,70.436,94,19.7,69.11,295.1,4.63,71.56,3825.333,29.67,60.93,-0.25,0.868,NA,NA,0.619,"131"
"1526",2005,"Kevin Sutherland","62",3,0,70.679,89,16.04,64.94,287.7,4.64,67.11,3508.75,29.29,62.91,0.251,0.346,NA,NA,0.597,"100"
"1527",2006,"Kevin Sutherland","36",0,0,70.855,100,21.31,64.52,293.5,4.62,68.29,4242.167,29.5,60.58,0.063,0.318,NA,NA,0.359,"48"
"1528",2007,"Kevin Sutherland","122",3,0,70.747,85,21.52,60.62,291.3,4.63,65.49,3702.583,29.42,57.2,-0.023,0.082,NA,NA,0.059,"140"
"1529",2008,"Kevin Sutherland","13",6,0,70.067,98,21.14,61.93,291,4.57,68.2,3943.75,29.42,60.43,0.343,0.75,NA,NA,1.092,"105"
"1530",2009,"Kevin Sutherland","44",2,0,70.561,96,20.56,62.59,289.1,4.65,66.73,3547.667,29.21,58.88,0.27,0.422,"46","294",0.692,"60"
"1531",2010,"Kevin Sutherland","23",1,0,70.604,86,22.91,66.89,287.9,4.63,71.96,3311.083,29.9,62.44,-0.094,0.558,NA,NA,0.468,"103"
"1532",2014,"Kevin Tway","174",0,0,71.912,64,13.88,58.95,294.5,4.67,64.35,2533.333,30.15,52.99,-0.157,-0.677,NA,NA,-0.834,"156"
"1533",2017,"Kevin Tway","81",3,0,70.868,96,22.54,52.48,309.2,4.58,64.71,4178.333,28.86,59.03,0.261,0.172,NA,NA,0.433,"176"
"1534",2018,"Kevin Tway","74",3,0,70.8,110,20.42,52.61,310.1,4.56,66.88,4779.583,29.15,56.77,0.052,0.277,NA,NA,0.329,"222"
"1535",2018,"Kiradech Aphibarnrat","122",2,0,70.629,51,18.35,65.12,294.7,4.64,62.2,1763.583,28.93,55.59,0.138,0.373,"44","292",0.511,"30"
"1536",2005,"Kirk Triplett","109",1,0,71.157,55,13.01,70.43,276,4.76,64.32,2099.75,28.79,59.58,0.397,-0.218,"17","288",0.179,"61"
"1537",2006,"Kirk Triplett","114",1,1,71.613,58,18.56,72.76,281,4.76,65.28,2287.25,28.79,56,0.059,0.107,NA,NA,0.078,"88"
"1538",2007,"Kirk Triplett","109",0,0,71.818,77,21.65,70.39,277.5,4.74,65.58,3182.417,29.81,57.86,-0.595,0.01,NA,NA,-0.584,"125"
"1539",2009,"Kirk Triplett","122",0,0,71.565,60,18.6,72.62,286.4,4.69,67.78,2603.333,29.88,62.64,-0.84,0.268,NA,NA,-0.572,"45"
"1540",2009,"Kris Blanks","78",1,0,71.457,60,18.64,66.53,291.4,4.67,66.26,2439.917,29.3,56.71,-0.328,0.062,NA,NA,-0.266,"104"
"1541",2010,"Kris Blanks","159",3,0,71.371,91,20.16,66.87,286.4,4.71,71.15,3490.583,30.6,54.06,-0.568,0.408,NA,NA,-0.161,"288"
"1542",2011,"Kris Blanks","116",3,0,70.952,92,21.51,63.11,284.9,4.69,68.89,3730.667,29.7,57.94,-0.44,0.592,NA,NA,0.152,"292"
"1543",2012,"Kris Blanks","117",0,0,71.201,65,19.21,65.84,284.5,4.66,66.84,3170.833,29.89,54.71,-0.608,0.547,NA,NA,-0.061,"190"
"1544",2006,"Kris Cox","81",1,0,71.374,83,17.57,59.31,298.4,4.71,66.39,3787.917,29.3,56.73,-0.136,0.117,NA,NA,0.07,"62"
"1545",2007,"Kyle Reifers","189",0,0,72.407,71,17.72,59.15,296.3,4.68,64.49,3600.667,30.04,53.29,-0.322,-0.442,NA,NA,-0.764,"49"
"1546",2012,"Kyle Reifers","85",0,0,71.16,86,17.21,61.7,290,4.67,67.41,3822.583,29.76,56.96,0.021,0.038,NA,NA,0.058,"157"
"1547",2015,"Kyle Reifers","104",2,0,70.854,96,17.55,61.59,288,4.68,67.03,3947.917,29.16,61.36,0.036,0.101,NA,NA,0.136,"280"
"1548",2016,"Kyle Reifers","26",5,0,70.965,115,20.27,65.29,287.3,4.61,67.62,4806.5,29.34,55.95,0.102,0.047,NA,NA,0.148,"181"
"1549",2017,"Kyle Reifers","150",0,0,71.587,96,17.96,65.15,286.1,4.75,65.97,3619.083,29.73,58.44,-0.276,-0.143,NA,NA,-0.418,"189"
"1550",2011,"Kyle Stanley","11",4,0,70.317,98,23.67,59.52,304.6,4.54,68.21,4027.75,29.46,54.17,-0.506,1.171,NA,NA,0.665,"300"
"1551",2012,"Kyle Stanley","55",2,1,70.633,86,19.92,59.49,306.9,4.55,67.06,3613.667,29.9,52.61,-0.797,1.181,"99","151",0.384,"47"
"1552",2013,"Kyle Stanley","122",3,0,71.842,71,21.19,59.54,298.1,4.66,67.37,3294.167,30.45,53.72,-0.683,0.351,NA,NA,-0.332,"102"
"1553",2014,"Kyle Stanley","144",1,0,71.745,87,17.67,61.26,297.5,4.73,66.87,3872.917,30.36,52.73,-1.385,0.552,NA,NA,-0.834,"166"
"1554",2016,"Kyle Stanley","95",0,0,70.986,92,19.92,64.54,288.1,4.71,67.17,3892,29.47,55.13,-0.131,0.272,NA,NA,0.141,"57"
"1555",2017,"Kyle Stanley","10",5,1,69.989,104,22.47,68.55,296.5,4.59,70.39,4644.5,29.63,58.35,-0.309,1.259,NA,NA,0.951,"168"
"1556",2018,"Kyle Stanley","47",5,0,70.404,93,25.11,71.29,295.7,4.64,71.09,3433.667,29.89,54.8,0.037,0.649,"52","297",0.686,"44"
"1557",2008,"Kyle Thompson","190",0,0,72.57,70,18.37,62.44,285.7,4.79,62.41,3260.25,29.75,52.66,-0.33,-1.197,NA,NA,-1.527,"295"
"1558",2012,"Kyle Thompson","188",0,0,72.296,51,16.3,62.65,284.2,4.8,64.78,2038.083,30.13,48.99,-1.209,-0.189,NA,NA,-1.398,"23"
"1559",2018,"Kyle Thompson","188",0,0,72.673,50,21.12,62.99,285.3,4.79,62.44,2117.417,29.61,54.02,-0.75,-0.512,NA,NA,-1.262,"28"
"1560",2018,"Lanto Griffin","82",0,0,71.145,80,24.19,55.27,302.5,4.6,67.42,3398.333,29.42,55.76,-0.096,-0.173,NA,NA,-0.268,"128"
"1561",2005,"Larry Mize","176",0,0,71.431,54,19.63,70.16,275.7,4.77,62.22,2695.333,29.06,58.82,0.328,-0.586,"99","153",-0.257,"70"
"1562",2006,"Larry Mize","185",1,0,71.784,53,16.79,74.33,278.3,4.77,64.16,1984.083,29.18,60.49,0.363,-0.903,"42","296",-0.536,"114"
"1563",2005,"Lee Janzen","153",1,0,71.382,75,21.15,56.61,285.7,4.68,64,3317,29.12,57.72,-0.023,-0.19,NA,NA,-0.214,"151"
"1564",2006,"Lee Janzen","164",2,0,71.896,79,17.95,56.39,282.7,4.69,63.08,3659,29.23,52.76,-0.196,-0.484,NA,NA,-0.826,"173"
"1565",2007,"Lee Janzen","150",0,0,71.715,66,21.03,59.06,288,4.76,64.32,2552.25,29.55,54.99,-0.226,-0.382,NA,NA,-0.609,"107"
"1566",2008,"Lee Janzen","171",1,0,71.429,89,18.15,62.91,283.9,4.82,64.39,3270.5,29.14,57.52,0.094,-0.384,NA,NA,-0.291,"292"
"1567",2009,"Lee Janzen","138",2,0,70.902,74,20.67,62.39,282,4.74,64.05,2952.167,28.62,59.77,0.262,0.023,NA,NA,0.285,"153"
"1568",2010,"Lee Janzen","126",1,0,71.194,77,22.43,59.91,287.7,4.71,67.68,3276.5,29.38,57.81,-0.302,0.101,NA,NA,-0.199,"272"
"1569",2011,"Lee Janzen","82",0,0,71.525,62,16.75,63.04,290.1,4.73,63.1,2568.833,28.95,54.84,0.17,-0.613,NA,NA,-0.443,"67"
"1570",2005,"Lee Westwood","147",0,0,70.657,50,15.76,61.48,296.8,4.7,63.89,1998.333,29.75,53.53,-0.387,0.396,"99","150",0.009,"26"
"1571",2012,"Lee Westwood","5",7,0,70.084,60,21.39,62.17,298.1,4.65,69.75,2163.5,30.06,48.3,-0.359,1.143,"3","280",0.784,"3"
"1572",2013,"Lee Westwood","84",6,0,70.158,70,15.96,62.59,290.3,4.73,65.22,2516.167,29.42,61.57,-0.484,1.088,"8","285",0.604,"13"
"1573",2014,"Lee Westwood","56",2,0,70.738,57,20.69,61.22,292.3,4.67,63.69,2403.417,28.95,56.28,0.151,0.495,"7","287",0.646,"38"
"1574",2015,"Lee Westwood","17",1,0,70.484,56,21.08,59.7,300,4.77,66.45,1813.75,29.29,52.23,0.595,0.283,"46","290",0.879,"30"
"1575",2013,"Lee Williams","163",0,0,71.792,62,12.73,59.76,275.6,4.71,61.67,2218.667,28.82,64.25,-0.427,-0.364,NA,NA,-0.79,"34"
"1576",2009,"Leif Olson","169",1,0,72.52,51,17.44,55.5,296.5,4.73,61.11,2630.417,29,52.89,-0.24,-1.376,NA,NA,-1.616,"148"
"1577",2005,"Len Mattiace","198",0,0,72.429,86,16.28,59.88,278,4.83,55.49,4965.083,28.51,57.5,0.787,-1.897,NA,NA,-1.11,"145"
"1578",2006,"Len Mattiace","186",0,0,72.409,59,17.39,56.71,290.6,4.75,58.85,3086.583,28.75,55.38,0.556,-1.474,NA,NA,-0.931,"175"
"1579",2005,"Loren Roberts","89",2,0,70.076,54,20.61,67.97,270,4.69,65.41,2094,28.83,62.73,0.54,0.42,NA,NA,0.96,"66"
"1580",2012,"Louis Oosthuizen","8",5,0,69.707,65,24.86,62.41,299.5,4.61,68.78,2596.167,29.46,55.37,-0.004,0.98,"2","278",0.976,"27"
"1581",2014,"Louis Oosthuizen","119",1,0,70.852,50,18.59,60.9,300.5,4.81,66.43,1639,29.98,51.8,-0.429,0.212,"25","291",-0.217,"35"
"1582",2015,"Louis Oosthuizen","12",6,0,70.16,68,25.77,59.84,298.8,4.61,68.28,2163.167,29.19,61.3,-0.22,0.825,"19","284",0.605,"34"
"1583",2016,"Louis Oosthuizen","28",3,0,70.327,63,19.88,61.67,294,4.67,68.15,1953.5,29.7,54.21,-0.021,0.857,"15","291",0.836,"11"
"1584",2017,"Louis Oosthuizen","65",4,0,70.22,69,17.61,59.98,295.2,4.64,65.13,2416.083,28.91,62.91,0.439,0.74,"41","295",1.179,"28"
"1585",2018,"Louis Oosthuizen","100",3,0,70.157,62,15,64.81,299.8,4.67,65.74,1968.167,29.24,64.26,-0.026,0.548,"12","282",0.521,"31"
"1586",2005,"Lucas Glover","39",7,1,70.833,88,21.85,60.72,302.2,4.63,67.51,4509.75,29.28,56.26,-0.101,0.623,NA,NA,0.522,"59"
"1587",2006,"Lucas Glover","8",9,0,70.263,105,20.42,63.69,299.4,4.56,67.33,4380.5,29.15,56.23,0.138,1.125,"99","151",1.198,"51"
"1588",2007,"Lucas Glover","12",3,0,70.417,98,22.01,64.14,295.4,4.64,66.27,4195.583,29.14,58.57,0.113,0.619,"20","298",0.731,"51"
"1589",2008,"Lucas Glover","77",2,0,70.544,91,21.25,61.54,298.4,4.6,65.38,4177.583,29.46,56.44,-0.104,0.535,NA,NA,0.431,"111"
"1590",2009,"Lucas Glover","20",6,1,69.97,93,20.99,65.49,297.4,4.63,65.65,4207.917,28.86,58.09,0.149,0.619,NA,NA,0.768,"127"
"1591",2010,"Lucas Glover","35",3,0,70.949,75,22.52,62.84,295.7,4.63,67.42,2995.833,29.65,54.15,-0.115,0.416,"36","292",0.297,"24"
"1592",2011,"Lucas Glover","27",1,1,70.445,74,22.57,61.05,294.6,4.54,65.92,2984.833,29.26,53.74,0.236,0.206,"99","146",0.442,"88"
"1593",2013,"Lucas Glover","130",2,0,71.577,65,18.92,61.62,293.7,4.71,66.41,2515.083,30.51,51.91,-0.851,0.765,"49","294",-0.086,"255"
"1594",2014,"Lucas Glover","129",0,0,72.233,68,14.47,64.02,300.6,4.69,67,2264.667,30.85,49.74,-1.475,0.539,"42","296",-0.936,"52"
"1595",2015,"Lucas Glover","83",0,0,71.291,79,15.97,63.82,296.9,4.66,70.46,3300.75,30.54,55,-1.351,1.17,NA,NA,-0.181,"178"
"1596",2016,"Lucas Glover","29",2,0,70.534,75,18.75,64.37,298.3,4.61,71.63,2991.167,29.8,57.18,-0.192,0.764,NA,NA,0.572,"278"
"1597",2017,"Lucas Glover","26",4,0,70.139,93,21.3,65.31,298.1,4.65,70.08,4006.25,29.52,60.13,-0.048,0.98,NA,NA,0.933,"119"
"1598",2018,"Lucas Glover","121",1,0,71.066,65,19.3,65.06,297.7,4.6,67.12,2594.25,29.64,59.83,-0.186,0.462,NA,NA,0.276,"96"
"1599",2005,"Luke Donald","21",5,0,69.329,67,16.44,64.34,284.5,4.64,68.43,1544.667,29.32,60.12,0.362,1.434,"3","283",1.796,"16"
"1600",2006,"Luke Donald","12",10,1,69.166,66,21.92,66.86,283.7,4.64,66.05,1792.417,28.54,65.45,0.532,1.514,"42","296",1.929,"9"
"1601",2007,"Luke Donald","85",5,0,70.118,69,17.79,68.15,278.4,4.73,63.18,2215.333,29.03,57.43,0.438,0.489,"10","295",0.927,"11"
"1602",2009,"Luke Donald","85",6,0,70.012,79,22.96,62.5,275.7,4.61,63.01,2876.417,28.11,62.85,0.934,0.135,"38","289",1.069,"33"
"1603",2010,"Luke Donald","96",7,0,69.85,71,17.53,62.36,277,4.71,65.28,2182.917,28.46,65.41,0.87,0.619,"99","149",1.493,"20"
"1604",2011,"Luke Donald","7",14,2,68.861,73,25.9,64.29,284.1,4.55,67.33,2207.167,28.03,63.71,0.87,1.408,"4","278",2.278,"3"
"1605",2012,"Luke Donald","19",8,1,69.687,63,24.68,65.16,280.1,4.59,64.96,2170.167,28.63,62.66,0.818,0.824,"32","291",1.641,"1"
"1606",2013,"Luke Donald","63",5,0,69.793,60,22.58,62.87,278.1,4.68,62.16,1937.333,28.21,61.52,0.528,0.752,"25","290",1.279,"4"
"1607",2014,"Luke Donald","121",3,0,70.735,57,27.39,62.56,278.1,4.66,63,1871.833,28.59,60.59,0.517,0.173,"99","149",0.69,"27"
"1608",2015,"Luke Donald","149",2,0,70.555,71,23.08,59.28,277,4.69,65.57,2400.583,29.17,61.14,0.289,0.295,"99","147",0.584,"50"
"1609",2016,"Luke Donald","164",2,0,70.918,81,17.41,56.69,282.9,4.73,64.61,2544.417,28.95,64.15,0.148,0.23,NA,NA,0.378,"92"
"1610",2017,"Luke Donald","128",1,0,70.831,50,15.27,56.5,278.5,4.71,61.92,2220.917,28.56,59.88,0.704,-0.657,NA,NA,0.047,"94"
"1611",2013,"Luke Guthrie","147",2,0,71.139,82,22.87,61.24,283.5,4.64,63.62,3124,29.07,58.85,-0.205,0.219,NA,NA,0.015,"60"
"1612",2014,"Luke Guthrie","60",2,0,70.638,85,23.85,58.99,287.6,4.67,63.53,3843.417,28.49,61.29,0.19,0.109,NA,NA,0.299,"113"
"1613",2015,"Luke Guthrie","133",1,0,71.211,84,18.55,58.86,283.9,4.77,63.75,3208.917,28.7,57.57,0.11,-0.147,NA,NA,-0.037,"260"
"1614",2016,"Luke Guthrie","87",1,0,71.416,57,19.86,55.53,289.3,4.63,63.13,2168.333,28.29,60.55,0.404,-0.847,NA,NA,-0.444,"6"
"1615",2013,"Luke List","110",0,0,72.444,65,14.02,45.58,306.3,4.64,62.39,3115.667,29.39,54,-0.267,-1.077,NA,NA,-1.344,"278"
"1616",2016,"Luke List","62",2,0,70.754,79,20.47,50.98,306.9,4.59,67.17,3061,29.14,60.88,-0.273,0.709,NA,NA,0.436,"27"
"1617",2017,"Luke List","24",3,0,70.428,102,23.55,55.63,311.5,4.5,69.1,4284.333,29.52,56.33,-0.426,1.117,NA,NA,0.691,"113"
"1618",2018,"Luke List","48",5,0,70.229,98,22.83,54.66,314.6,4.57,68.36,4045.667,29.45,58.41,-0.467,1.337,NA,NA,0.87,"68"
"1619",2017,"Mackenzie Hughes","143",2,1,71.044,106,22.33,59.63,294.3,4.63,64.74,5357.417,29.07,58.64,0.492,-0.32,"99","159",0.172,"116"
"1620",2018,"Mackenzie Hughes","153",1,0,71.282,80,21.3,60.04,294.9,4.71,66.01,3753.417,29.37,54.19,-0.177,0.163,NA,NA,-0.014,"187"
"1621",2009,"Marc Leishman","45",3,0,70.587,91,20.82,59.44,298.6,4.71,67.18,4561.167,29.38,57.39,0.141,0.212,NA,NA,0.353,"236"
"1622",2010,"Marc Leishman","120",2,0,70.769,87,18.29,58.37,295,4.67,66.67,3163.5,29.44,56.9,-0.146,0.563,"99","151",0.418,"80"
